group	marker	posi	group_Americain	posi_physique
3B	Cluster_1069|Contig1|original@302	147.2	3B	478793134
4B	Cluster_10693|Contig3|original@407	86.9	NA	NA
4B	Cluster_10693|Contig4|original@139	86.9	NA	NA
6A	Cluster_10696|Contig2|original@445	85.8	6A	150237345
4A	Cluster_10700|Contig1|complementarySeq@518	59.3	NA	NA
1B	Cluster_10703|Contig1|original@176	65.6	NA	NA
2B	Cluster_10712|Contig1|likelySeq@1561	171.6	NA	NA
3B	Cluster_10714|Contig1|original@281	188.6	3B	693494183
3B	Cluster_10718|Contig1|original@256	154.2	NA	NA
3B	Cluster_10718|Contig1|original@691	154.2	NA	NA
3A	Cluster_10718|Contig2|original@47	134.7	NA	NA
7A	Cluster_1072|Contig6|original@1725	138.3	NA	NA
7A	Cluster_1072|Contig6|original@1829	138.3	NA	NA
5B	Cluster_10721|Contig1|original@1231	248.4	5B	264456070
3B	Cluster_10739|Contig1|complementarySeq@333	135.8	NA	NA
3B	Cluster_10739|Contig1|complementarySeq@381	138.9	NA	NA
5B	Cluster_1074|Contig1|likelySeq@610	61.5	5B	70079344
7A	Cluster_10741|Contig3|complementarySeq@307	123	7B	102066937
5B	Cluster_10745|Contig3|original@661	225.2	NA	NA
1B	Cluster_10756|Contig1|original@490	81.4	NA	NA
3B	Cluster_10760|Contig1|original@545	154.6	3B	596535422
7B	Cluster_10762|Contig1|original@141	78.5	7B	102055980
7A	Cluster_10762|Contig2|original@86	130.7	7A	63870116
3B	Cluster_10769|Contig3|original@239	104.4	3B	235835290
1B	Cluster_10776|Contig2|original@1690	162.2	NA	NA
1B	Cluster_10776|Contig3|original@2310	162.2	NA	NA
1B	Cluster_10776|Contig3|original@716	162.4	NA	NA
2B	Cluster_10786|Contig2|original@200	117.8	2B	44285664
7B	Cluster_10795|Contig2|original@371	164.6	NA	NA
7A	Cluster_10795|Contig3|complementarySeq@2584	235.8	NA	NA
7B	Cluster_10795|Contig3|complementarySeq@1708	164.6	NA	NA
7A	Cluster_10795|Contig3|likelySeq@1288	235.8	7A	166848472
5B	Cluster_108|Contig1|complementarySeq@618	200.5	5B	235351475
5A	Cluster_108|Contig1|likelySeq@729	237.7	5B	235351475
2A	Cluster_1080|Contig2|original@634	254.1	2A	249799475
3B	Cluster_10804|Contig3|original@461	187.5	3B	689442027
2B	Cluster_1081|Contig2|original@614	52.1	NA	NA
2A	Cluster_10811|Contig1|original@344	116	NA	NA
1B	Cluster_10813|Contig1|original@542	230.5	NA	NA
3B	Cluster_10814|Contig1|original@197	233.4	3B	526134962
3A	Cluster_10814|Contig2|original@1434	224.4	3B	526134962
2B	Cluster_10817|Contig1|original@3433	70.1	2B	16345325
2B	Cluster_10817|Contig1|original@3353	71	2B	16345325
6A	Cluster_10820|Contig1|complementarySeq@1849	144.8	6A	196193161
6A	Cluster_10820|Contig1|complementarySeq@1694	141.4	6A	196193161
6A	Cluster_10820|Contig1|likelySeq@1694	141.4	6B	182605332
6A	Cluster_10822|Contig1|original@256	12.9	6A	3687579
7A	Cluster_1083|Contig1|original@578	6.4	4A	212483438
7A	Cluster_1083|Contig1|original@356	6.2	4A	212483438
7A	Cluster_1083|Contig3|original@3379	6.2	7A	1520811
4A	Cluster_1083|Contig4|original@1076	228.8	4A	212483438
7A	Cluster_1083|Contig6|original@1322	6.4	7A	1520811
7A	Cluster_1083|Contig7|original@546	6.4	7A	1520811
2B	Cluster_10849|Contig3|original@819	52.3	NA	NA
4B	Cluster_1085|Contig1|original@1337	79.5	4A	132674675
4B	Cluster_1085|Contig2|complementarySeq@786	79.5	4B	200833870
6B	Cluster_10850|Contig1|likelySeq@446	163.4	6B	188299039
3A	Cluster_10853|Contig3|original@1979	111.4	3A	144452428
6A	Cluster_10855|Contig1|original@327	27.5	6A	7103614
6B	Cluster_10855|Contig2|original@689	44.9	6A	7103614
6B	Cluster_10855|Contig2|original@714	46.3	6A	7103614
3A	Cluster_10856|Contig2|original@3032	244.3	NA	NA
3A	Cluster_10856|Contig2|original@3167	245.4	NA	NA
2A	Cluster_10859|Contig1|likelySeq@1459	93.7	2B	44877389
2A	Cluster_10859|Contig1|likelySeq@1551	94.5	2B	44877389
3A	Cluster_1086|Contig6|original@2605	97.5	3A	152288411
5A	Cluster_10872|Contig1|likelySeq@763	220.9	5A	114124908
5A	Cluster_10872|Contig1|likelySeq@668	221.5	5A	114124908
2B	Cluster_10879|Contig1|original@1457	207.8	2B	295577285
3A	Cluster_10883|Contig1|original@279	80.5	NA	NA
2A	Cluster_10886|Contig1|original@355	210.6	NA	NA
2B	Cluster_10886|Contig2|original@170	227.4	2B	314058274
6A	Cluster_10889|Contig2|complementarySeq@1025	172.5	6A	201347630
7A	Cluster_10896|Contig1|original@949	61.7	7A	16499709
7A	Cluster_10896|Contig1|original@1777	61.7	7A	16499709
5B	Cluster_109|Contig1|original@705	2.9	NA	NA
5B	Cluster_109|Contig4|original@378	2.9	5B	398580
5B	Cluster_109|Contig5|original@1373	2.9	5B	398580
7A	Cluster_10902|Contig2|original@360	133.4	7A	107664964
5B	Cluster_10906|Contig2|complementarySeq@1268	108.3	NA	NA
1B	Cluster_1091|Contig1|original@304	95.8	1A	189698350
1B	Cluster_1091|Contig1|original@277	95.8	1A	189698350
5A	Cluster_10915|Contig1|complementarySeq@924	46.2	NA	NA
2A	Cluster_10919|Contig2|original@1063	112.7	2A	143233666
3B	Cluster_10925|Contig5|original@135	242.9	3B	749992135
7A	Cluster_10929|Contig1|likelySeq@766	87.6	NA	NA
6A	Cluster_1093|Contig12|complementarySeq@3341	95.8	6B	140166836
6A	Cluster_1093|Contig12|likelySeq@3341	96.4	6B	140166836
6A	Cluster_1093|Contig4|original@1462	96.4	6B	140169182
1B	Cluster_10930|Contig1|original@1625	78.3	NA	NA
4A	Cluster_10935|Contig2|original@193	184.3	4A	191921312
2B	Cluster_10946|Contig1|original@173	223.8	6B	11785281
6A	Cluster_1095|Contig1|complementarySeq@1358	11.3	6B	3393796
6B	Cluster_1095|Contig1|likelySeq@1462	11.1	6B	3393796
6A	Cluster_1095|Contig2|original@334	10.5	6A	2918944
6A	Cluster_10950|Contig1|complementarySeq@1887	80.7	6A	41152808
3B	Cluster_10952|Contig2|likelySeq@1717	187.5	NA	NA
6B	Cluster_10956|Contig1|original@250	65.9	6A	31882681
4A	Cluster_10980|Contig1|likelySeq@221	76.8	NA	NA
4B	Cluster_10984|Contig1|likelySeq@1639	84.6	NA	NA
3A	Cluster_10990|Contig2|original@402	128.6	3A	151941668
1B	Cluster_10991|Contig4|original@234	58	1B	202597738
2A	Cluster_10993|Contig1|original@362	204.1	2A	228095048
7B	Cluster_10994|Contig2|complementarySeq@2273	161.1	7B	234062019
6A	Cluster_11|Contig7|likelySeq@3212	44	6B	25849754
2A	Cluster_110|Contig6|original@394	92.5	2A	69685311
2A	Cluster_110|Contig6|original@895	91.4	2A	69685311
2A	Cluster_110|Contig8|original@600	93.3	7A	114257203
4B	Cluster_11000|Contig1|complementarySeq@2849	89.2	NA	NA
7A	Cluster_11004|Contig1|complementarySeq@1810	199.4	NA	NA
7A	Cluster_11004|Contig1|likelySeq@1810	199.4	NA	NA
7A	Cluster_11004|Contig1|likelySeq@1924	199.4	NA	NA
2A	Cluster_11010|Contig2|complementarySeq@135	141.8	2A	202822894
2A	Cluster_11010|Contig2|likelySeq@952	141.8	2A	202822894
2A	Cluster_11010|Contig2|likelySeq@953	141.8	2A	202822894
5A	Cluster_11012|Contig2|original@612	165	NA	NA
5B	Cluster_11013|Contig2|likelySeq@1217	180.5	NA	NA
7A	Cluster_11015|Contig4|complementarySeq@1159	196.5	NA	NA
7B	Cluster_11015|Contig4|likelySeq@671	130.8	7B	215243181
2A	Cluster_11016|Contig1|original@419	97.2	NA	NA
2A	Cluster_11016|Contig1|original@290	98.1	NA	NA
7B	Cluster_11020|Contig1|complementarySeq@291	131.1	7B	215798462
7B	Cluster_11020|Contig1|likelySeq@291	131.1	7B	215798462
3B	Cluster_11025|Contig1|likelySeq@209	156.7	3B	611749072
5B	Cluster_11028|Contig2|original@172	235.4	5B	258214930
2B	Cluster_11045|Contig1|complementarySeq@1854	180.7	2B	254623057
1B	Cluster_11047|Contig1|original@347	151.2	1B	260417630
1B	Cluster_11056|Contig1|complementarySeq@1833	201.8	1B	286450793
1A	Cluster_11059|Contig3|complementarySeq@2097	46.8	1A	7366721
7B	Cluster_11070|Contig2|original@4518	146.5	NA	NA
4A	Cluster_11072|Contig1|original@250	134.6	4A	173033160
2B	Cluster_11074|Contig1|original@371	142.9	NA	NA
2B	Cluster_11074|Contig2|original@572	144.9	NA	NA
7A	Cluster_11075|Contig2|original@652	115.5	7A	54842723
1A	Cluster_11076|Contig1|original@868	20.4	1A	2486280
1A	Cluster_11076|Contig1|original@547	20.4	1A	2486280
1A	Cluster_11076|Contig1|original@251	20.4	1A	2486280
1B	Cluster_11076|Contig2|original@796	11.6	1B	6076077
7A	Cluster_11079|Contig3|original@688	10.8	NA	NA
7A	Cluster_11079|Contig3|original@2781	11	NA	NA
3B	Cluster_1108|Contig12|original@709	10.8	NA	NA
3A	Cluster_1108|Contig13|original@776	9.19999999999999	NA	NA
3B	Cluster_1108|Contig2|original@351	10	3A	1898100
3B	Cluster_1108|Contig5|original@1288	10.8	NA	NA
3B	Cluster_1108|Contig5|original@909	10.8	NA	NA
3A	Cluster_1108|Contig8|original@295	9.19999999999999	3A	1898100
5B	Cluster_11088|Contig1|original@710	56	5B	123293210
5B	Cluster_11091|Contig2|complementarySeq@1305	163.6	5A	104596239
5B	Cluster_11091|Contig2|complementarySeq@1686	163.6	5A	104596239
5A	Cluster_11094|Contig1|complementarySeq@313	266.6	NA	NA
4B	Cluster_111|Contig4|original@292	148.7	NA	NA
7B	Cluster_11106|Contig2|original@1080	19	NA	NA
7B	Cluster_11106|Contig2|original@1147	19	NA	NA
3B	Cluster_1111|Contig1|original@2531	137.7	3A	154218798
3B	Cluster_1111|Contig1|original@2636	135.8	3A	154218798
7A	Cluster_11117|Contig1|original@94	199.7	NA	NA
1A	Cluster_11120|Contig1|original@74	55.6	1A	12269966
2A	Cluster_11121|Contig1|complementarySeq@804	93.7	2A	152863434
2B	Cluster_11123|Contig4|original@182	52.5	2B	11205142
5A	Cluster_11126|Contig1|original@548	231.7	NA	NA
5A	Cluster_11126|Contig1|original@724	231.7	NA	NA
5B	Cluster_11126|Contig2|original@428	192.6	NA	NA
1B	Cluster_11129|Contig2|original@416	70.9	NA	NA
7B	Cluster_1113|Contig6|original@1422	227.7	7B	248384702
2B	Cluster_11132|Contig1|original@340	237.2	NA	NA
2A	Cluster_11132|Contig2|original@215	229.5	2A	243762363
2A	Cluster_11132|Contig3|original@128	229.5	2A	243762363
7A	Cluster_11133|Contig1|original@375	172.4	NA	NA
5A	Cluster_1114|Contig1|original@690	220.9	5A	113618256
5B	Cluster_1114|Contig1|original@220	183.1	5A	113618256
5B	Cluster_1114|Contig2|original@898	183.6	5A	113618256
7A	Cluster_11144|Contig2|complementarySeq@1977	171.6	7A	126613090
1B	Cluster_11149|Contig1|complementarySeq@608	57	1B	64861625
6A	Cluster_11152|Contig4|original@1277	176.8	6A	201605374
6A	Cluster_11152|Contig4|original@245	177	6A	201605374
4A	Cluster_1116|Contig1|original@2909	59.7	NA	NA
7A	Cluster_11171|Contig1|original@584	238.4	NA	NA
7B	Cluster_11171|Contig2|original@554	165.4	NA	NA
2A	Cluster_1118|Contig4|complementarySeq@783	264.2	2A	250541172
2A	Cluster_1118|Contig4|likelySeq@783	264.2	2A	250541172
2B	Cluster_1118|Contig6|original@569	1.7	2B	3459987
6A	Cluster_11189|Contig1|original@179	160	NA	NA
3A	Cluster_11196|Contig1|complementarySeq@693	90.1	3A	107471296
1B	Cluster_11197|Contig6|likelySeq@1556	144.7	1B	254234675
6A	Cluster_11198|Contig3|original@172	0.299999999999983	6A	522410
2A	Cluster_112|Contig3|complementarySeq@931	98.7	2B	139849104
1A	Cluster_1120|Contig1|complementarySeq@2343	191.3	NA	NA
1A	Cluster_1120|Contig1|likelySeq@2343	191.3	NA	NA
1A	Cluster_1120|Contig2|original@171	191.3	NA	NA
3A	Cluster_11210|Contig1|original@537	162.4	3A	163309133
1B	Cluster_1122|Contig1|likelySeq@1619	62.6	NA	NA
4A	Cluster_11220|Contig3|likelySeq@2418	87	4A	158345733
3B	Cluster_11230|Contig3|original@1185	216.3	3B	648104992
5A	Cluster_11232|Contig3|original@156	266.6	NA	NA
2B	Cluster_11239|Contig1|likelySeq@732	260.5	2B	330751707
2B	Cluster_11239|Contig1|likelySeq@623	260.5	2B	330751707
1B	Cluster_1124|Contig3|original@2064	119.4	1B	225857079
1A	Cluster_1124|Contig3|original@1429	105.3	1B	225857079
1A	Cluster_1124|Contig4|original@285	105.3	1A	211537537
5B	Cluster_11254|Contig1|likelySeq@343	140.7	5B	200930855
6A	Cluster_11259|Contig1|original@273	63	6A	28231952
5A	Cluster_11271|Contig1|original@880	111.6	5A	59956217
5A	Cluster_11272|Contig1|complementarySeq@767	213	5A	107685274
3B	Cluster_11274|Contig2|original@366	0	3B	912692
5A	Cluster_1128|Contig1|original@294	196.1	5A	101642323
5B	Cluster_1128|Contig4|original@315	160.5	NA	NA
6B	Cluster_11281|Contig1|complementarySeq@1850	84.1	6B	81555093
4B	Cluster_11283|Contig1|original@380	182.7	NA	NA
3B	Cluster_11289|Contig2|likelySeq@334	123.7	3B	488971966
3B	Cluster_11289|Contig3|original@593	123.2	3B	488971966
1B	Cluster_11290|Contig1|complementarySeq@146	67.3	NA	NA
6A	Cluster_113|Contig10|original@327	14.6	6A	4028426
6B	Cluster_113|Contig17|original@1344	16	NA	NA
6B	Cluster_113|Contig2|original@812	17	6A	4028426
6A	Cluster_113|Contig22|original@1041	14.6	NA	NA
6A	Cluster_113|Contig23|original@1455	14.6	6A	4028426
6B	Cluster_113|Contig25|original@1383	17	6B	4550993
6A	Cluster_113|Contig27|original@1345	14.6	6A	4028426
6A	Cluster_113|Contig28|original@1235	14.6	6A	4028426
6B	Cluster_113|Contig3|original@305	16	6A	4028426
6B	Cluster_113|Contig30|original@1857	16	6A	4028426
6A	Cluster_113|Contig31|original@1077	14.6	6A	4028426
6A	Cluster_113|Contig8|original@1427	14.6	6A	4028426
7A	Cluster_11305|Contig3|original@683	280.7	7A	180602968
3B	Cluster_11306|Contig1|original@503	43	3B	35651120
2A	Cluster_11316|Contig1|original@553	126	2A	35548642
2A	Cluster_11318|Contig1|original@225	107.5	2A	168659316
2A	Cluster_1132|Contig14|original@546	257.6	2A	247515771
4B	Cluster_11321|Contig1|complementarySeq@371	139.9	4B	299032151
3B	Cluster_11329|Contig2|original@780	136.7	3B	534914355
3B	Cluster_11329|Contig2|original@617	136.7	3B	534914355
6B	Cluster_11335|Contig1|original@698	150.3	6B	181532199
6B	Cluster_11335|Contig3|original@831	150.3	6B	181532199
2A	Cluster_1134|Contig2|original@561	98.7	2A	128901688
7A	Cluster_11340|Contig1|original@246	42.6	4A	179599248
7B	Cluster_11347|Contig3|original@442	201.3	7A	173965798
4B	Cluster_1135|Contig1|original@1741	89.6	NA	NA
4B	Cluster_11369|Contig1|original@173	53.6	4B	8864531
2B	Cluster_11372|Contig1|original@322	133.4	2B	208561641
2A	Cluster_11372|Contig2|original@657	98.7	2A	166056630
4A	Cluster_11373|Contig1|complementarySeq@733	30.5	4A	1711450
3B	Cluster_11377|Contig2|original@302	123.2	3A	141459867
3B	Cluster_11377|Contig2|original@206	123.2	3A	141459867
4B	Cluster_1138|Contig176|original@469	89.6	NA	NA
1A	Cluster_1138|Contig25|original@559	86.8	NA	NA
5B	Cluster_1138|Contig269|original@75	172.5	NA	NA
4B	Cluster_1138|Contig35|original@189	89.6	1B	245226639
2B	Cluster_1138|Contig58|likelySeq@185	144.9	NA	NA
1B	Cluster_11384|Contig1|likelySeq@311	55	1B	55739043
6A	Cluster_11389|Contig2|original@1566	34.6	NA	NA
2B	Cluster_1141|Contig2|original@335	283.3	2B	343336221
7B	Cluster_11413|Contig1|original@242	112.2	NA	NA
1B	Cluster_11421|Contig1|complementarySeq@3084	119.4	1B	226109102
1A	Cluster_11421|Contig1|likelySeq@4086	105.3	1A	213433906
6A	Cluster_11426|Contig3|original@490	126.2	6A	194080118
6A	Cluster_11426|Contig3|original@577	125.8	6A	194080118
4A	Cluster_11433|Contig3|original@975	154.5	4A	175984511
1A	Cluster_11438|Contig1|original@915	74.8	1A	98931411
7A	Cluster_11456|Contig2|original@1537	140.8	NA	NA
5A	Cluster_11459|Contig1|likelySeq@1686	150.2	5A	94994952
2A	Cluster_11460|Contig3|likelySeq@2631	25.3	2A	9160845
5B	Cluster_11471|Contig1|complementarySeq@1094	265.6	5B	269387566
5B	Cluster_11471|Contig1|likelySeq@1037	265.6	5B	269387566
5B	Cluster_11471|Contig3|original@158	265.6	5B	269384040
2A	Cluster_11472|Contig4|likelySeq@1602	93.7	2A	118796087
6B	Cluster_11474|Contig8|original@273	62	6A	19364434
6B	Cluster_11474|Contig9|original@804	62	6B	27414052
4B	Cluster_1148|Contig1|original@192	84.6	4B	57649506
4B	Cluster_1148|Contig1|original@945	84.6	4B	57649506
4B	Cluster_11499|Contig1|original@168	57.3	4B	15190844
4A	Cluster_11499|Contig5|original@224	102.2	4A	140341363
4A	Cluster_11506|Contig1|original@178	102.2	4A	140699403
3A	Cluster_11524|Contig1|likelySeq@782	70.5	3A	24816534
5A	Cluster_11526|Contig1|original@1240	85.3	NA	NA
5A	Cluster_11526|Contig3|complementarySeq@454	85.1	NA	NA
5A	Cluster_11526|Contig4|original@2001	85.3	NA	NA
6B	Cluster_1153|Contig1|complementarySeq@549	124	6B	156239399
6A	Cluster_1153|Contig1|complementarySeq@1537	109.9	6B	156239399
6A	Cluster_1153|Contig1|likelySeq@1537	109.9	6A	188304219
2B	Cluster_11542|Contig1|likelySeq@1199	144.9	2B	241466068
2B	Cluster_11542|Contig1|likelySeq@2805	144.9	2B	241466068
1B	Cluster_11544|Contig3|likelySeq@1196	15.8	1B	8564045
1B	Cluster_11544|Contig3|likelySeq@1046	16	1B	8564045
6A	Cluster_11546|Contig1|complementarySeq@211	170.4	6A	199035740
1B	Cluster_1155|Contig1|original@554	110.4	1A	198795043
5A	Cluster_11550|Contig1|original@339	123.1	5A	74246520
3B	Cluster_11551|Contig3|original@61	163	3A	159614085
3A	Cluster_11551|Contig4|original@174	145.5	3A	159614085
5A	Cluster_11552|Contig2|complementarySeq@386	117	5B	176917529
6A	Cluster_11565|Contig1|complementarySeq@606	52.8	6A	25035634
5B	Cluster_11566|Contig3|original@1276	211.4	NA	NA
5B	Cluster_11566|Contig3|original@1111	207.5	NA	NA
1B	Cluster_11571|Contig1|complementarySeq@2634	130.3	1A	216086643
3A	Cluster_11579|Contig6|likelySeq@3426	195.6	NA	NA
3A	Cluster_11579|Contig6|likelySeq@972	195	NA	NA
6B	Cluster_1158|Contig2|complementarySeq@507	131.7	NA	NA
3A	Cluster_11587|Contig1|original@1161	97.2	3A	130372780
3B	Cluster_11587|Contig2|original@151	125.1	3A	130372780
4B	Cluster_11589|Contig1|original@203	102.2	NA	NA
3A	Cluster_11596|Contig2|complementarySeq@813	8.59999999999999	3A	1889107
2B	Cluster_116|Contig5|original@1847	46.1	NA	NA
2B	Cluster_116|Contig8|original@1875	46.1	NA	NA
4B	Cluster_11604|Contig2|original@1877	177.6	5A	142106494
4B	Cluster_11608|Contig1|complementarySeq@1953	81.1	4B	121845064
1A	Cluster_11613|Contig2|complementarySeq@252	74.8	1A	73458507
1B	Cluster_11613|Contig2|likelySeq@665	86.8	1B	125228336
3A	Cluster_11618|Contig2|original@776	95.5	3A	146143560
3A	Cluster_11618|Contig2|original@878	93.6	3A	146143560
5B	Cluster_1162|Contig4|original@187	83.3	NA	NA
5A	Cluster_1162|Contig6|original@1980	111.9	NA	NA
2B	Cluster_11627|Contig2|complementarySeq@475	189.7	2B	263929621
2B	Cluster_11627|Contig2|complementarySeq@605	191	2B	263929621
2B	Cluster_11627|Contig2|complementarySeq@1204	191	2B	263929621
3B	Cluster_1163|Contig2|complementarySeq@1930	116	NA	NA
7B	Cluster_11635|Contig3|complementarySeq@471	89	7B	194960818
4B	Cluster_11637|Contig2|original@364	72.7	4B	46077687
3A	Cluster_11639|Contig4|complementarySeq@1129	243.6	3B	764380579
2B	Cluster_1164|Contig6|original@275	221.1	2B	316157194
1B	Cluster_11646|Contig2|original@1036	126.4	NA	NA
2B	Cluster_11652|Contig2|original@1515	4.9	2B	33325
2A	Cluster_11654|Contig1|likelySeq@1787	107.5	2A	185050274
7A	Cluster_11658|Contig1|original@140	43	NA	NA
4B	Cluster_11669|Contig1|likelySeq@468	127.8	4B	286348621
5A	Cluster_11674|Contig1|original@859	228.6	5A	116693291
5A	Cluster_11674|Contig2|original@248	228.8	5B	229662845
5B	Cluster_11674|Contig3|original@465	190.3	5B	229662845
5B	Cluster_11674|Contig3|original@390	189.7	5B	229662845
7A	Cluster_1168|Contig1|original@1864	147	7A	70286850
7A	Cluster_1169|Contig2|original@274	266.9	NA	NA
7B	Cluster_1169|Contig3|original@1650	203.7	7B	246240284
2B	Cluster_11690|Contig1|original@596	25.8	NA	NA
2A	Cluster_11690|Contig3|original@1587	8.5	NA	NA
4A	Cluster_117|Contig8|likelySeq@805	188.6	NA	NA
1A	Cluster_117|Contig9|original@2312	46.8	NA	NA
1B	Cluster_1171|Contig1|complementarySeq@211	88.6	1B	160769694
1B	Cluster_1171|Contig1|complementarySeq@687	87.4	1B	160769694
3A	Cluster_11715|Contig5|original@1373	57.7	3B	71516936
1B	Cluster_11723|Contig2|likelySeq@538	42.9	NA	NA
7B	Cluster_11724|Contig1|complementarySeq@492	75.2	7B	70806310
7B	Cluster_11724|Contig1|complementarySeq@321	75.2	7B	70806310
4B	Cluster_11725|Contig2|original@1542	86.9	4A	164336307
4B	Cluster_11725|Contig2|original@1679	86.9	4A	164336307
1A	Cluster_11732|Contig1|original@129	2	NA	NA
3A	Cluster_11734|Contig1|original@229	118.4	3A	141938102
3A	Cluster_11738|Contig1|likelySeq@379	146.9	NA	NA
3B	Cluster_11742|Contig1|original@195	178.2	3B	650763358
1B	Cluster_11745|Contig1|original@397	203.1	1A	241397810
6A	Cluster_11749|Contig1|original@535	163.1	6A	199071996
3A	Cluster_11753|Contig2|original@803	72.2	3A	24600624
3A	Cluster_11753|Contig2|original@684	70.7	3A	24600624
7B	Cluster_1176|Contig3|original@643	113.6	7B	187127488
1A	Cluster_11760|Contig1|original@424	137	1A	228942700
4A	Cluster_11763|Contig1|likelySeq@486	92.2	NA	NA
1A	Cluster_11774|Contig1|original@336	66	1A	167345060
1B	Cluster_11776|Contig1|original@1290	83.6	1B	188951618
1A	Cluster_11776|Contig2|original@546	70.8	1A	25382823
1A	Cluster_11776|Contig2|original@740	72.8	1A	25382823
5A	Cluster_1178|Contig2|original@627	105.4	5A	60935955
5A	Cluster_1178|Contig3|original@139	105.8	5B	165435163
6A	Cluster_11788|Contig1|likelySeq@2144	202.5	6A	206122641
6A	Cluster_11788|Contig1|likelySeq@783	203	6A	206122641
6B	Cluster_11788|Contig3|original@357	208	6B	200625764
1A	Cluster_11794|Contig1|complementarySeq@1025	138	1B	271297297
1B	Cluster_11794|Contig1|likelySeq@1040	155.1	1B	271297297
4A	Cluster_118|Contig1|original@919	58.9	4A	43707108
6B	Cluster_11800|Contig1|complementarySeq@177	62.5	6B	32382840
1B	Cluster_1181|Contig2|original@920	189.6	1B	281255827
1B	Cluster_1181|Contig2|original@120	186	1B	281255827
1A	Cluster_1181|Contig4|original@836	169.6	NA	NA
1B	Cluster_1181|Contig5|original@1689	186	NA	NA
1A	Cluster_1181|Contig5|original@830	169.6	NA	NA
6A	Cluster_11814|Contig1|complementarySeq@1624	96.4	6A	171004240
6B	Cluster_11814|Contig1|likelySeq@1424	111.7	NA	NA
5A	Cluster_11816|Contig1|original@1059	240.6	5B	243948884
4B	Cluster_11822|Contig1|likelySeq@1098	99.3	4B	241460421
4A	Cluster_11825|Contig1|original@2306	108.6	NA	NA
4A	Cluster_11825|Contig1|original@282	108.6	NA	NA
6B	Cluster_11826|Contig1|original@257	71.3	NA	NA
6A	Cluster_11826|Contig3|complementarySeq@396	63	6A	26807895
1A	Cluster_11827|Contig2|original@1250	124.8	1A	227519017
